timeframe,date,open,high,low,close,volume,peak_or_valley,strength
1min,2023-09-15 08:59:00,26637.2,26637.2,26634.8,26634.8,0.2212431,valley,120.0
4H,2023-09-15 09:00:00,26634.9,26690.0,26634.8,26667.3,16.34648741,peak,45000.0
1min,2023-09-15 09:05:00,26627.3,26627.3,26619.8,26619.9,0.1114718,valley,120.0
1min,2023-09-15 09:09:00,26614.2,26614.3,26614.2,26614.2,0.23835337,valley,360.0
1min,2023-09-15 09:10:00,26614.3,26615.8,26614.2,26615.2,0.59940619,peak,120.0
1min,2023-09-15 09:13:00,26615.1,26618.8,26614.6,26614.6,0.99432362,peak,360.0
1min,2023-09-15 09:20:00,26591.1,26593.3,26589.9,26591.6,1.39383966,valley,120.0
15min,2023-09-15 09:23:00,26586.9,26587.0,26581.5,26581.5,1.49681088,valley,3180.0
1min,2023-09-15 09:27:00,26587.9,26593.2,26587.9,26593.2,0.78212036,peak,360.0
1min,2023-09-15 09:32:00,26588.0,26588.2,26587.7,26588.2,0.13574723,valley,360.0
1min,2023-09-15 09:37:00,26624.1,26647.0,26624.0,26642.6,2.28073339,peak,120.0
1min,2023-09-15 09:39:00,26642.6,26659.8,26642.5,26655.1,0.91511144,peak,120.0
15min,2023-09-15 09:41:00,26651.8,26667.4,26651.8,26662.3,3.24510195,peak,2460.0
1min,2023-09-15 09:42:00,26660.5,26660.5,26644.6,26650.4,0.84546939,valley,120.0
1min,2023-09-15 09:44:00,26648.8,26648.8,26633.0,26635.1,2.18521278,valley,420.0
1min,2023-09-15 09:46:00,26640.5,26653.4,26640.5,26653.4,0.66032618,peak,240.0
1min,2023-09-15 09:50:00,26646.0,26646.1,26643.3,26643.4,2.19931833,valley,120.0
1min,2023-09-15 09:51:00,26643.5,26646.9,26643.4,26644.9,0.50035294,peak,180.0
1min,2023-09-15 09:55:00,26627.6,26627.6,26614.1,26627.4,4.77362109,valley,300.0
1min,2023-09-15 09:57:00,26621.0,26621.0,26616.0,26616.0,0.43028722,valley,120.0
5min,2023-09-15 10:02:00,26608.5,26608.5,26597.9,26598.0,3.61821022,valley,1740.0
1min,2023-09-15 10:04:00,26599.6,26599.6,26599.5,26599.6,0.35244476,peak,120.0
15min,2023-09-15 10:06:00,26598.5,26598.5,26597.9,26597.9,1.46012667,valley,1980.0
1min,2023-09-15 10:11:00,26618.8,26628.2,26618.8,26626.8,4.01659478,peak,180.0
1min,2023-09-15 10:15:00,26631.9,26632.0,26630.4,26630.4,1.05524704,peak,360.0
1min,2023-09-15 10:17:00,26630.5,26631.0,26628.4,26631.0,0.1911772,valley,120.0
1min,2023-09-15 10:18:00,26631.0,26631.1,26631.0,26631.0,0.77994113,peak,180.0
1min,2023-09-15 10:19:00,26631.0,26631.1,26625.3,26625.4,0.99399072,valley,480.0
15min,2023-09-15 10:26:00,26647.7,26655.2,26647.7,26648.9,1.59876013,peak,2640.0
1min,2023-09-15 10:31:00,26643.0,26643.0,26636.7,26638.6,0.54940747,valley,180.0
1min,2023-09-15 10:33:00,26638.7,26641.3,26638.6,26641.1,0.57043456,peak,120.0
5min,2023-09-15 10:38:00,26623.3,26623.4,26615.1,26615.1,0.61666317,valley,1680.0
1min,2023-09-15 10:42:00,26615.5,26620.9,26615.5,26620.0,0.53302414,peak,240.0
1min,2023-09-15 10:45:00,26618.7,26618.8,26615.5,26615.5,0.23441793,valley,240.0
1min,2023-09-15 10:52:00,26626.3,26631.7,26626.3,26631.6,0.45818827,peak,240.0
1min,2023-09-15 10:56:00,26628.3,26632.1,26628.3,26632.1,0.60284003,peak,120.0
5min,2023-09-15 10:59:00,26641.0,26641.0,26638.1,26638.1,0.10276931,peak,1500.0
1min,2023-09-15 11:03:00,26631.7,26631.8,26630.3,26631.0,0.38997775,valley,180.0
1min,2023-09-15 11:06:00,26631.0,26631.0,26620.7,26622.9,1.14231117,valley,180.0
1min,2023-09-15 11:07:00,26623.0,26638.1,26623.0,26638.0,0.37650944,peak,480.0
1min,2023-09-15 11:16:00,26557.4,26563.5,26546.3,26546.4,1.43363183,peak,120.0
1min,2023-09-15 11:17:00,26546.4,26546.4,26511.4,26511.6,7.36581909,valley,300.0
1min,2023-09-15 11:18:00,26511.6,26547.5,26511.6,26535.6,6.65581432,peak,120.0
5min,2023-09-15 11:23:00,26499.5,26503.4,26494.8,26503.4,1.71597522,valley,960.0
1min,2023-09-15 11:24:00,26506.5,26516.5,26506.5,26508.4,1.8113998,peak,120.0
1min,2023-09-15 11:27:00,26519.1,26524.6,26515.3,26524.5,2.094358,peak,360.0
1min,2023-09-15 11:30:00,26517.7,26517.8,26507.7,26511.3,3.76871304,valley,120.0
1min,2023-09-15 11:32:00,26509.8,26512.7,26503.4,26512.7,1.67036917,valley,420.0
5min,2023-09-15 11:36:00,26530.2,26531.1,26523.2,26523.4,2.27404883,peak,900.0
5min,2023-09-15 11:40:00,26483.5,26497.3,26483.4,26497.2,0.98467939,valley,900.0
1min,2023-09-15 11:41:00,26497.2,26514.8,26497.2,26514.8,3.21978715,peak,180.0
1min,2023-09-15 11:45:00,26493.0,26496.9,26483.7,26496.9,2.57810028,valley,300.0
1min,2023-09-15 11:47:00,26494.1,26495.0,26491.4,26491.8,0.6550757,valley,120.0
1min,2023-09-15 11:50:00,26498.9,26499.0,26498.9,26499.0,0.65615592,peak,360.0
1min,2023-09-15 11:52:00,26497.3,26497.3,26488.4,26488.5,0.64485282,valley,180.0
1min,2023-09-15 11:54:00,26490.3,26490.5,26490.3,26490.5,0.0274592,peak,120.0
1min,2023-09-15 11:55:00,26490.4,26490.4,26474.5,26477.4,1.47030202,valley,120.0
15min,2023-09-15 11:59:00,26452.0,26452.0,26363.4,26423.4,33.2293423,valley,2340.0
1min,2023-09-15 12:03:00,26441.6,26449.7,26440.8,26449.7,1.13632952,peak,240.0
1min,2023-09-15 12:04:00,26449.6,26449.7,26438.4,26445.4,0.91534821,valley,120.0
5min,2023-09-15 12:09:00,26464.6,26469.5,26463.5,26469.5,1.49950846,peak,720.0
1min,2023-09-15 12:10:00,26469.5,26469.5,26461.7,26463.3,1.70371617,valley,120.0
1min,2023-09-15 12:13:00,26462.0,26463.4,26455.7,26463.4,1.32134421,valley,240.0
1min,2023-09-15 12:14:00,26464.5,26468.5,26464.5,26468.4,0.2110293,peak,240.0
1min,2023-09-15 12:20:00,26438.2,26448.2,26435.7,26445.5,1.56198519,valley,540.0
1min,2023-09-15 12:22:00,26441.0,26444.0,26440.7,26444.0,5.77373194,valley,120.0
1min,2023-09-15 12:24:00,26447.6,26459.8,26447.6,26456.3,1.14097888,peak,120.0
5min,2023-09-15 12:27:00,26457.8,26466.4,26453.4,26453.5,3.63442902,peak,720.0
1min,2023-09-15 12:30:00,26429.5,26429.6,26417.6,26427.8,6.81036361,valley,120.0
1min,2023-09-15 12:32:00,26440.9,26444.1,26410.7,26413.2,6.01409423,peak,180.0
1min,2023-09-15 12:32:00,26440.9,26444.1,26410.7,26413.2,6.01409423,valley,120.0
1min,2023-09-15 12:36:00,26411.4,26411.5,26389.7,26394.6,2.78641336,peak,120.0
1min,2023-09-15 12:36:00,26411.4,26411.5,26389.7,26394.6,2.78641336,valley,120.0
15min,2023-09-15 12:39:00,26371.2,26384.0,26335.2,26345.9,8.73450004,valley,6780.0
1min,2023-09-15 12:42:00,26368.6,26389.7,26368.5,26383.5,7.11265602,peak,120.0
1min,2023-09-15 12:44:00,26387.7,26390.5,26384.4,26389.8,8.08921388,peak,360.0
1min,2023-09-15 12:46:00,26375.9,26375.9,26366.1,26366.2,0.7618768,valley,180.0
1min,2023-09-15 12:47:00,26366.1,26382.3,26366.1,26382.2,0.70040797,peak,120.0
1min,2023-09-15 12:49:00,26375.9,26375.9,26363.9,26373.7,6.11528106,valley,420.0
5min,2023-09-15 12:51:00,26381.1,26397.1,26381.1,26395.5,2.50419902,peak,660.0
5min,2023-09-15 12:56:00,26364.6,26368.2,26357.4,26367.6,2.74245354,valley,900.0
1min,2023-09-15 12:58:00,26367.9,26371.0,26365.2,26365.2,0.46694339,peak,120.0
1min,2023-09-15 13:00:00,26363.8,26385.8,26360.4,26385.7,3.58597147,valley,240.0
1min,2023-09-15 13:03:00,26403.0,26425.9,26399.4,26399.5,9.41904531,peak,240.0
1min,2023-09-15 13:04:00,26399.4,26399.4,26393.8,26397.4,0.8714327,valley,180.0
5min,2023-09-15 13:07:00,26423.2,26428.0,26418.9,26418.9,1.18626606,peak,960.0
1min,2023-09-15 13:09:00,26418.9,26421.1,26414.1,26414.6,1.52190874,peak,120.0
1min,2023-09-15 13:13:00,26397.0,26402.6,26396.1,26402.6,0.49999124,valley,540.0
1min,2023-09-15 13:15:00,26413.1,26415.0,26413.0,26413.0,0.64534644,peak,240.0
1min,2023-09-15 13:16:00,26413.0,26413.1,26399.7,26405.2,1.71810375,valley,180.0
1min,2023-09-15 13:21:00,26426.2,26428.0,26420.9,26420.9,1.76475386,peak,120.0
1min,2023-09-15 13:22:00,26420.8,26424.8,26420.8,26424.8,0.22387528,valley,120.0
5min,2023-09-15 13:24:00,26422.7,26428.4,26422.7,26428.4,0.4570761,peak,660.0
5min,2023-09-15 13:28:00,26405.0,26405.0,26400.5,26400.6,0.42217143,valley,720.0
1min,2023-09-15 13:32:00,26424.4,26426.0,26409.5,26409.5,1.54029809,peak,180.0
1min,2023-09-15 13:34:00,26404.4,26406.0,26404.4,26405.9,0.19518387,valley,240.0
1min,2023-09-15 13:36:00,26432.0,26462.4,26419.1,26460.1,15.55806196,peak,120.0
1min,2023-09-15 13:38:00,26445.6,26462.9,26445.6,26451.1,3.85363082,peak,180.0
1min,2023-09-15 13:39:00,26451.1,26451.1,26444.0,26448.5,0.48699491,valley,120.0
1H,2023-09-15 13:42:00,26486.0,26523.1,26474.1,26474.1,6.41022839,peak,7500.0
1min,2023-09-15 13:43:00,26474.1,26478.5,26465.7,26468.3,1.75019617,valley,120.0
1min,2023-09-15 13:45:00,26476.2,26477.0,26461.4,26461.5,1.35916411,peak,120.0
1min,2023-09-15 13:48:00,26443.4,26452.8,26443.4,26450.0,0.43524032,valley,120.0
1min,2023-09-15 13:49:00,26450.0,26453.1,26450.0,26453.1,1.681407,peak,120.0
1min,2023-09-15 13:51:00,26437.0,26446.7,26435.6,26442.1,2.21765736,valley,240.0
1min,2023-09-15 13:55:00,26435.8,26448.5,26432.7,26432.7,1.73846708,peak,300.0
5min,2023-09-15 13:59:00,26380.4,26380.4,26360.3,26367.9,3.73033932,valley,960.0
1min,2023-09-15 14:00:00,26367.9,26393.4,26367.9,26382.3,7.82875096,peak,120.0
1min,2023-09-15 14:03:00,26401.9,26412.3,26384.7,26384.7,2.33804759,peak,360.0
1min,2023-09-15 14:04:00,26384.8,26399.0,26380.9,26392.6,2.55523942,valley,120.0
1min,2023-09-15 14:06:00,26396.2,26407.4,26389.4,26389.4,1.73824618,peak,180.0
1min,2023-09-15 14:08:00,26395.6,26395.6,26373.8,26375.4,3.43120531,valley,120.0
1min,2023-09-15 14:10:00,26374.3,26381.3,26372.0,26381.3,0.41227062,valley,300.0
1min,2023-09-15 14:11:00,26381.3,26393.7,26381.2,26390.5,1.61588067,peak,180.0
1min,2023-09-15 14:12:00,26390.5,26390.5,26377.0,26381.4,1.02736455,valley,120.0
5min,2023-09-15 14:15:00,26377.7,26377.8,26345.9,26360.7,8.81124225,valley,1020.0
1min,2023-09-15 14:17:00,26364.9,26364.9,26355.9,26359.3,1.95653963,valley,120.0
1min,2023-09-15 14:20:00,26388.8,26395.2,26381.0,26385.1,2.66196189,peak,120.0
1min,2023-09-15 14:21:00,26385.1,26390.5,26378.7,26390.4,2.11199632,valley,180.0
5min,2023-09-15 14:23:00,26403.8,26403.9,26392.9,26393.1,1.22461996,peak,1020.0
1min,2023-09-15 14:26:00,26375.9,26375.9,26357.4,26366.2,3.17356508,valley,300.0
1min,2023-09-15 14:28:00,26366.1,26371.3,26357.7,26357.7,1.0198947,peak,120.0
1min,2023-09-15 14:28:00,26366.1,26371.3,26357.7,26357.7,1.0198947,valley,120.0
1min,2023-09-15 14:30:00,26363.5,26366.7,26363.4,26365.0,0.83696469,peak,120.0
1min,2023-09-15 14:32:00,26346.8,26354.0,26316.1,26354.0,11.61426561,valley,240.0
1min,2023-09-15 14:39:00,26301.1,26318.2,26291.0,26312.5,6.55314917,peak,180.0
1min,2023-09-15 14:41:00,26287.1,26298.6,26282.1,26298.6,16.20032119,valley,180.0
1min,2023-09-15 14:42:00,26298.7,26305.2,26287.9,26291.8,1.49526719,peak,120.0
1min,2023-09-15 14:44:00,26287.0,26287.5,26280.0,26280.1,6.71249236,valley,180.0
1min,2023-09-15 14:46:00,26304.7,26307.9,26294.0,26294.0,1.98596016,peak,360.0
4H,2023-09-15 14:48:00,26236.0,26270.8,26219.4,26270.8,14.21844934,valley,65880.0
1min,2023-09-15 14:49:00,26272.8,26272.8,26251.5,26263.0,3.08351122,peak,120.0
1min,2023-09-15 14:50:00,26263.1,26272.4,26248.1,26272.3,1.68112456,valley,120.0
1min,2023-09-15 14:53:00,26245.0,26268.1,26238.1,26268.0,6.53924937,valley,300.0
1min,2023-09-15 14:55:00,26270.1,26282.1,26256.6,26256.6,3.40666202,peak,480.0
1min,2023-09-15 14:56:00,26256.5,26263.1,26245.0,26259.4,5.66031191,valley,180.0
1min,2023-09-15 14:59:00,26252.7,26259.2,26235.6,26235.6,2.83502385,peak,120.0
5min,2023-09-15 15:00:00,26236.2,26256.8,26230.1,26256.8,4.11252629,valley,720.0
1min,2023-09-15 15:02:00,26264.9,26270.3,26252.9,26270.3,2.32875498,valley,120.0
1min,2023-09-15 15:03:00,26270.4,26271.8,26255.5,26255.5,1.62998773,peak,180.0
5min,2023-09-15 15:06:00,26267.1,26299.0,26267.0,26296.7,5.54398076,peak,1200.0
1min,2023-09-15 15:11:00,26271.8,26275.9,26267.5,26275.5,1.9495319,valley,300.0
1min,2023-09-15 15:12:00,26275.5,26284.5,26275.5,26280.2,1.64795659,peak,180.0
1min,2023-09-15 15:15:00,26273.0,26282.2,26273.0,26281.0,0.93745758,peak,120.0
1min,2023-09-15 15:15:00,26273.0,26282.2,26273.0,26281.0,0.93745758,valley,240.0
5min,2023-09-15 15:18:00,26289.9,26296.4,26289.9,26295.2,0.40765444,peak,600.0
1min,2023-09-15 15:21:00,26271.6,26271.6,26271.4,26271.4,0.10243094,valley,300.0
1min,2023-09-15 15:22:00,26271.5,26280.0,26271.5,26279.9,1.27743699,peak,120.0
1min,2023-09-15 15:24:00,26276.8,26278.2,26276.7,26277.3,0.06982768,peak,120.0
5min,2023-09-15 15:27:00,26269.3,26271.0,26269.2,26270.9,0.14360176,valley,960.0
1min,2023-09-15 15:29:00,26279.3,26288.2,26279.3,26282.8,1.35374435,peak,120.0
1min,2023-09-15 15:30:00,26282.8,26283.2,26273.4,26283.2,1.17942333,valley,120.0
1min,2023-09-15 15:32:00,26303.4,26310.2,26301.7,26310.2,2.59276699,peak,420.0
1min,2023-09-15 15:36:00,26289.0,26292.8,26288.8,26292.8,0.851939,valley,300.0
1min,2023-09-15 15:41:00,26315.8,26320.8,26315.7,26320.1,0.25269981,peak,360.0
1min,2023-09-15 15:42:00,26320.1,26320.7,26310.5,26310.5,0.54578276,valley,180.0
1min,2023-09-15 15:43:00,26310.8,26320.8,26310.8,26320.6,1.37753031,peak,240.0
1min,2023-09-15 15:46:00,26313.4,26313.5,26312.6,26313.3,1.89930923,valley,180.0
1min,2023-09-15 15:47:00,26313.2,26325.4,26313.2,26325.4,5.72508365,peak,180.0
1min,2023-09-15 15:49:00,26322.9,26322.9,26317.1,26322.2,0.6073168,valley,120.0
5min,2023-09-15 15:50:00,26322.3,26328.1,26322.3,26326.2,1.90948026,peak,900.0
5min,2023-09-15 15:52:00,26304.4,26305.6,26301.5,26305.6,0.54094606,valley,900.0
1min,2023-09-15 15:53:00,26305.6,26320.8,26305.6,26320.7,0.94347706,peak,120.0
1min,2023-09-15 15:57:00,26309.6,26319.0,26309.6,26319.0,0.42066951,peak,120.0
1min,2023-09-15 15:59:00,26320.8,26320.9,26317.7,26317.8,0.30875884,peak,180.0
1min,2023-09-15 16:00:00,26317.7,26319.4,26316.3,26319.0,1.42207067,valley,120.0
1min,2023-09-15 16:02:00,26318.4,26321.7,26317.7,26320.4,5.4278705,peak,120.0
1min,2023-09-15 16:03:00,26320.5,26320.5,26314.0,26318.6,1.53578824,valley,360.0
1min,2023-09-15 16:07:00,26348.0,26351.0,26346.6,26351.0,1.2602838,peak,180.0
1min,2023-09-15 16:10:00,26330.6,26352.0,26330.4,26352.0,1.79014833,valley,300.0
5min,2023-09-15 16:11:00,26352.0,26354.8,26351.9,26353.3,1.11098782,peak,720.0
1min,2023-09-15 16:18:00,26333.9,26338.3,26333.8,26338.3,0.73180747,valley,480.0
1min,2023-09-15 16:24:00,26355.5,26363.3,26355.5,26363.2,1.31784168,peak,540.0
1min,2023-09-15 16:26:00,26356.9,26359.0,26353.9,26359.0,0.64643255,valley,180.0
1min,2023-09-15 16:29:00,26355.4,26355.4,26353.8,26354.6,0.65393031,valley,360.0
1min,2023-09-15 16:30:00,26354.7,26360.5,26354.6,26360.5,0.32850755,peak,180.0
5min,2023-09-15 16:34:00,26363.3,26377.4,26363.3,26366.9,5.2516285,peak,1080.0
1min,2023-09-15 16:37:00,26328.3,26338.8,26328.1,26338.7,2.06484296,valley,180.0
15min,2023-09-15 16:40:00,26328.8,26328.9,26322.9,26325.6,0.61702981,valley,2160.0
1min,2023-09-15 16:43:00,26333.1,26337.6,26329.5,26337.6,0.95409239,valley,120.0
1min,2023-09-15 16:44:00,26337.6,26343.2,26337.5,26343.2,2.06782733,peak,180.0
1min,2023-09-15 16:46:00,26343.1,26343.1,26333.5,26334.0,0.86367185,valley,180.0
1min,2023-09-15 16:47:00,26334.0,26345.7,26334.0,26343.3,0.87474018,peak,120.0
15min,2023-09-15 16:53:00,26372.3,26385.7,26372.2,26385.7,0.66558026,peak,6180.0
1min,2023-09-15 16:55:00,26385.6,26385.6,26363.0,26363.3,2.94185654,valley,300.0
1min,2023-09-15 16:58:00,26385.4,26385.5,26382.1,26382.9,0.75230812,peak,180.0
1min,2023-09-15 17:00:00,26378.9,26378.9,26365.9,26369.1,4.25059614,valley,120.0
1min,2023-09-15 17:04:00,26357.2,26357.5,26356.1,26357.5,1.13085408,valley,120.0
1min,2023-09-15 17:05:00,26357.6,26357.6,26357.5,26357.6,0.19419128,peak,120.0
1min,2023-09-15 17:08:00,26356.1,26356.1,26352.8,26353.0,0.87194666,valley,300.0
1min,2023-09-15 17:13:00,26352.7,26357.4,26352.5,26357.4,0.43709226,valley,480.0
5min,2023-09-15 17:18:00,26357.5,26373.0,26357.4,26360.9,2.53215044,peak,1080.0
1min,2023-09-15 17:19:00,26360.9,26360.9,26352.8,26352.8,0.71183353,valley,120.0
1min,2023-09-15 17:28:00,26331.2,26335.7,26331.0,26335.7,1.06691062,valley,120.0
1min,2023-09-15 17:29:00,26335.7,26336.9,26334.2,26336.6,2.65338226,peak,180.0
15min,2023-09-15 17:34:00,26325.4,26325.5,26315.9,26322.3,2.39533612,valley,5460.0
15min,2023-09-15 17:45:00,26373.0,26375.4,26372.0,26372.9,0.58471587,peak,2700.0
1min,2023-09-15 17:47:00,26371.0,26371.0,26369.1,26369.1,0.05022088,valley,180.0
1min,2023-09-15 17:51:00,26360.8,26360.8,26360.3,26360.4,0.05440096,valley,360.0
1min,2023-09-15 17:52:00,26360.4,26366.9,26360.4,26366.8,0.16974496,peak,120.0
1min,2023-09-15 17:54:00,26365.5,26365.5,26360.5,26360.6,0.27950604,valley,120.0
1min,2023-09-15 17:58:00,26358.1,26358.2,26337.0,26338.5,2.0388255,valley,120.0
5min,2023-09-15 18:01:00,26334.4,26337.0,26332.1,26337.0,1.49777556,valley,1320.0
1min,2023-09-15 18:04:00,26343.9,26355.5,26343.9,26351.1,0.57399403,peak,360.0
1min,2023-09-15 18:06:00,26350.2,26350.2,26347.3,26347.5,0.64966661,valley,120.0
1min,2023-09-15 18:10:00,26352.8,26354.7,26350.7,26354.7,0.7492868,peak,240.0
1min,2023-09-15 18:14:00,26352.8,26357.1,26352.2,26357.0,0.19726209,valley,240.0
5min,2023-09-15 18:14:00,26352.8,26357.1,26352.2,26357.0,0.19726209,peak,960.0
1min,2023-09-15 18:20:00,26352.4,26352.5,26352.3,26352.5,0.09877452,peak,120.0
1min,2023-09-15 18:22:00,26350.0,26351.2,26349.1,26351.1,0.32382361,valley,120.0
1min,2023-09-15 18:23:00,26351.2,26351.3,26351.1,26351.3,0.37839893,peak,120.0
5min,2023-09-15 18:25:00,26338.3,26339.7,26338.2,26339.7,0.0565033,valley,1320.0
1min,2023-09-15 18:31:00,26354.7,26355.1,26354.7,26354.9,1.27176047,peak,120.0
15min,2023-09-15 18:37:00,26396.1,26399.7,26394.2,26399.6,0.62049323,peak,2220.0
1min,2023-09-15 18:38:00,26399.6,26399.7,26386.1,26386.1,1.95622301,valley,120.0
1min,2023-09-15 18:41:00,26390.4,26390.5,26390.3,26390.5,0.25094398,peak,120.0
1min,2023-09-15 18:43:00,26382.1,26382.2,26376.3,26376.3,0.20111088,valley,180.0
1min,2023-09-15 18:50:00,26345.9,26351.8,26337.9,26337.9,0.39891709,peak,120.0
15min,2023-09-15 18:52:00,26339.8,26339.8,26333.9,26334.5,0.23936821,valley,3060.0
1min,2023-09-15 18:59:00,26347.9,26348.1,26346.4,26346.4,0.57417795,peak,240.0
1min,2023-09-15 19:00:00,26345.9,26345.9,26339.5,26342.4,0.7008406,valley,240.0
1min,2023-09-15 19:12:00,26380.2,26394.1,26380.1,26391.8,1.876766,peak,120.0
1min,2023-09-15 19:14:00,26391.9,26405.9,26391.9,26404.6,1.79887464,peak,120.0
1min,2023-09-15 19:16:00,26397.6,26408.6,26397.6,26406.7,1.67028533,peak,120.0
1min,2023-09-15 19:18:00,26406.8,26413.2,26401.4,26411.4,4.76783569,valley,120.0
1min,2023-09-15 19:19:00,26411.4,26422.9,26411.4,26422.8,1.64664941,peak,300.0
1min,2023-09-15 19:21:00,26417.6,26421.8,26414.1,26414.1,0.79969942,valley,120.0
1min,2023-09-15 19:23:00,26417.1,26417.1,26409.4,26409.4,0.23631815,valley,300.0
5min,2023-09-15 19:28:00,26437.0,26437.3,26430.5,26430.5,0.5634571,peak,1140.0
1min,2023-09-15 19:29:00,26430.5,26430.5,26423.9,26427.2,3.54397828,valley,120.0
1min,2023-09-15 19:30:00,26427.3,26437.1,26427.3,26434.6,0.83855764,peak,120.0
1min,2023-09-15 19:31:00,26434.6,26434.6,26417.6,26417.6,0.41008274,valley,120.0
5min,2023-09-15 19:39:00,26407.6,26410.6,26407.5,26410.6,0.53289873,valley,960.0
1min,2023-09-15 19:42:00,26411.7,26419.6,26411.6,26414.3,0.97249911,peak,240.0
1H,2023-09-15 19:47:00,26437.3,26441.7,26437.2,26437.3,3.16720645,peak,21120.0
1min,2023-09-15 19:49:00,26428.7,26428.7,26422.4,26428.1,1.26196077,valley,120.0
1min,2023-09-15 19:51:00,26425.0,26428.1,26420.2,26420.2,0.31273432,valley,180.0
1min,2023-09-15 19:56:00,26405.4,26405.4,26402.4,26402.4,0.45571617,valley,180.0
1min,2023-09-15 19:57:00,26404.3,26409.7,26404.3,26409.6,1.0471521,peak,120.0
1min,2023-09-15 19:59:00,26409.6,26409.6,26397.5,26397.6,1.37025116,valley,120.0
1min,2023-09-15 20:05:00,26394.3,26394.3,26391.9,26393.0,0.51817173,valley,120.0
1min,2023-09-15 20:07:00,26394.3,26394.3,26379.7,26381.3,1.57831772,valley,240.0
1min,2023-09-15 20:09:00,26382.9,26386.2,26382.9,26386.2,0.10383648,peak,120.0
15min,2023-09-15 20:11:00,26381.0,26382.6,26372.9,26376.3,2.49572873,valley,3660.0
1min,2023-09-15 20:16:00,26390.2,26390.3,26380.2,26388.2,2.42540437,valley,180.0
1min,2023-09-15 20:18:00,26393.0,26407.9,26393.0,26404.6,1.9321153,peak,120.0
5min,2023-09-15 20:20:00,26406.1,26417.8,26406.1,26417.3,0.71668623,peak,1500.0
1min,2023-09-15 20:24:00,26410.6,26410.6,26408.2,26408.3,0.40822489,valley,120.0
1min,2023-09-15 20:26:00,26408.4,26409.0,26405.8,26405.8,0.33394066,peak,120.0
